Unique ID,Alias Name,Alias strength
INU0107,SAMAN NASB ZAYENDEH ROOD,
INU0107,SAMAN NASBZAINDE ROOD,
INU0108,SAMAN TOSE'E ASIA (SATA),
INU0109,SCHILLER NOVIN,
INU0109,SCHILER NOVIN CO.,
INU0109,SCHILLER NOVIN CO.,
INU0111,SHAHID AHMAD KAZEMI INDUSTRIAL GROUP (SAKIG),
INU0111,AIR DEFENSE MISSILE INDUSTRIES GROUP,
INU0111,SHAHID AHMAD KAZEMI INDUSTRIES GROUP,
INU0112,SHAHID BEHESHTI UNIVERSITY,
INU0112,BEHESHTI UNIVERSITY,
INU0112,MARTYR BEHESHTI UNIVERSITY,
INU0112,MELLI UNIVERSITY,
INU0112,NATIONAL (SHAHID BEHESHTI) UNIVERSITY,
INU0112,NATIONAL UNIVERSITY OF IRAN,
INU0112,SBU,
INU0112,SHAHEED BEHESHTI UNIVERSITY,
INU0112,SHAHID BEHASHTI UNIVERSITY,
INU0112,SHAHID MARTYR BEHESHTI UNIVERSITY,
INU0112,UNIVERSITY OF SHAHID BEHESHTI,
INU0113,SHAKHESE BEHBUD SANAT,
INU0113,SAMAN NUR GOSIL,
INU0113,SHAKHES BEHBOOD SANAAT,
INU0117,SIMATEC DEVELOPMENT COMPANY,
INU0117,COMPANIA DE DEZVOLTARE SIMATEC,
INU0117,SIMATIC,
INU0118,STEP STANDART TEKNIK PARCA SAN VE TIC,
INU0118,SSTP,
INU0118,STANDARD TECHNICAL COMPONENT INDUSTRY AND TRADE COMPANY,
INU0118,STANDART TEKNIK PARCA SAN VE TIC A.S.,
INU0118,STANDART TEKNIK PARCA SAN. VE TICARET A.S.,
INU0118,STAP STANDART TEK PAR SAN TIC AS,
INU0118,STEP A.S.,
INU0118,STEP AS,
INU0118,STEP COMPANY,
INU0118,STEP CORPORATION,
INU0118,STEP ISTANBUL/STANDART TEKNIK PARCA SAN. VE TIC. A.S.,
INU0118,STEP S.A,
INU0118,STEP S.A.,
INU0118,STEP STANDARD TECHNICAL COMPONENTS INDUSTRY AND TRADING CORPORATION,
INU0118,STEP STANDART TEKNIK PARCA SAN VE TIC AS,
INU0118,STEP STANDART TEKNIK PARCA SAN. TIC. AS,
INU0118,STEP STANDART TEKNIK PARCA SAN. VE TIC. A.S.,
INU0118,STEP STANDART TEKNIK PARCA SANAYI VE TICARET,
INU0118,STEP STANDART TEKNIK PARCA SANAYI VE TICARET A.S.,
INU0118,STEP STANDART TEKNYK PARCA SAN. VE TYC. A.S.,
INU0119,SUN MIDDLE EAST FZ COMPANY,
INU0119,SUN MIDDLE EAST (F Z CO),
INU0119,SUN MIDDLE EAST FZCO,
INU0120,SURENA,
INU0120,SAKHD VA RAH-AN-DA-ZI,
INU0120,SURENA CO.,
INU0120,SURENA COMPANY,
INU0120,THE CONSTRUCTION AND COMMISSIONING OF NUCLEAR POWER PLANTS COMPANY,
INU0122,TAGHTIRAN,
INU0122,TAGHTIRAN CO.,
INU0122,TAGHTIRAN KASHAN,
INU0122,TAGHTIRAN KASHAN CO.,
INU0122,TAGHTIRAN KASHAN COMPANY,
INU0122,TAGHTIRAN P.J.S KASHAN,
INU0124,CENTRE FOR INNOVATION AND TECHNOLOGY COOPERATION,
INU0124,CITC,
INU0124,TCO,
INU0124,TECHNOLOGY COOPERATION OFFICE,
INU0125,TEST TAFSIR,
INU0125,TEST TAFSIR ENG CO.,
INU0126,TOSSE SILOOHA,
INU0126,TOSSEH JAHAD E SILO,
INU0127,TURBINE ENGINEERING MANUFACTURING (TEM),
INU0127,TEM,
INU0127,TEM CO.,
INU0129,YARSANAT,
INU0129,YAR SANAT,
INU0129,YAR SANAT CO.,
INU0129,YARESTAN VACUUMI,
INU0129,YARSANAT CO.,
INU0130,YASA PART,
INU0130,ARFA PAINT COMPANY,
INU0130,ARFEH COMPANY,
INU0130,HOSSEINI NEJAD TRADING CO.,
INU0130,IRAN SAFFRON COMPANY,
INU0130,SHETAB G.,
INU0130,SHETAB GAMAN,
INU0130,SHETAB TRADING,
INU0130,Y.A.S. CO. LTD,
INU0130,YASA PART CO.,
INU0215,7TH OF TIR,
INU0215,7TH OF TIR INDUSTRIAL COMPLEX,
INU0215,7TH OF TIR INDUSTRIES,
INU0215,MOJTAMAE SANATE HAFTOME TIR,
INU0215,SANAYE HAFTOME TIR,
INU0216,ABZAR BORESH KAVEH CO. (BK CO.),
INU0216,ABK CO.,
INU0216,MOJTAME-E ABZAR BORESHI KAVEH,
INU0217,AMIN INDUSTRIAL COMPLEX,
INU0217,AMIN INDUSTRIAL COMPANY,
INU0217,AMIN INDUSTRIAL COMPOUND,
INU0218,AMMUNITION AND METALLURGY INDUSTRIES GROUP (AMIG),
INU0218,AMMUNITION INDUSTRIES GROUP,
INU0219,ARMAMENT INDUSTRIES GROUP (AIG),
INU0219,AIG - ARMAMENT INDUSTRIES GROUP,
INU0219,ARMAMENT GROUP,
INU0221,BEHINEH TRADING CO.,
INU0221,BEHINEH TRADING,
INU0222,CRUISE MISSILE INDUSTRY GROUP,
INU0222,8TH IMAM INDUSTRIES GROUP,
INU0222,CMIG,
INU0222,CRUISE SYSTEMS INDUSTRY GROUP,
INU0222,NAVAL DEFENCE MISSILE INDUSTRY GROUP,
INU0222,SAIG,
INU0222,SAMEN AL A-EMMEH INDUSTRIES GROUP,
INU0222,SAMEN AL-A'EMMEH INDUSTRIES GROUP,
INU0222,THE NAVAL DEFENSE MISSILE INDUSTRY GROUP,
INU0223,DEFENCE INDUSTRIES ORGANISATION (DIO),
INU0223,DEFENSE INDUSTRIES ORGANIZATION (DIO),
INU0223,DIO IR (DEFENSE INDUSTRIES OF IRAN),
INU0224,DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER (DTSRC),
INU0224,DTSRC,
INU0224,EDUCATION RESEARCH INSTITUTE,
INU0224,EDUCATIONAL RESEARCH INSTITUTE,
INU0224,INSTITUTE FOR DEFENSE EDUCATION AND RESEARCH,
INU0224,MAVT CO,
INU0224,MOASSESE AMOZESH VA TAHGHIGHATI,
INU0225,ELECTRO SANAM COMPANY,
INU0225,E. S. CO.,
INU0225,E.X. CO,
INU0226,ETTEHAD TECHNICAL GROUP,
INU0227,FAJR INDUSTRIAL GROUP,
INU0227,DEPARTMENT 140/16,
INU0227,FADJR INDUSTRIAL GROUP,
INU0227,FADJR INDUSTRIES GROUP (FIG),
INU0227,INDUSTRIAL FACTORIES OF PRECISION MACHINERY (IFP),
INU0227,INSTRUMENTATION FACTORIES OF PRECISION-MACHINERY,
INU0227,INSTRUMENTATION FACTORY PLANT,
INU0227,MOJTAMA-E SANATY-E AJZA-YE DAQIQ,
INU0227,MOJTAME SANTY AJZAE DAGHIGH,
INU0227,NASR INDUSTRIES GROUP,
INU0227,PRECISION COMPONENT PROJECT GROUP,
INU0227,SASADJA PRECISION INDUSTRIAL COMPLEX,
INU0228,FARASAKHT INDUSTRIES,
INU0229,FARAYAND TECHNIQUE,
INU0229,FARAAYAND TECHNIQUE,
INU0229,FARAYAND TECHNIC,
INU0229,FARAYAND TECHNIQUE COMPANY,
INU0229,TECHNOLOGY OF CENTRIFUGE OF IRAN COMPANY,
INU0230,FATER INSTITUTE,
INU0230,FAATER INSTITUTE,
INU0230,FATER ENGINEERING,
INU0230,FATER ENGINEERING COMPANY,
INU0230,GHARARGAH GHAEM FAATER INSTITUTE,
INU0231,GHARAGAHE SAZANDEGI GHAEM,
INU0231,GARAGAHE SAZANDEGI GHAEM,
INU0231,GHAEM,
INU0231,GHAEM CONSTRUCTION ORGANIZATION,
INU0231,GHAEM/KHATAM,
INU0231,GHARARGAH GHAEM,
INU0231,GHARARGAH SAZANDEGI,
INU0232,GHORB KARBALA,
INU0232,GHARARGAH KARBALA,
INU0232,GHARARGAH SAZANDEGI KARBALA-MOASSESEH TAHA,
INU0232,GHORB-E KARBALA,
INU0233,GHORB NOOH,
INU0234,HARA COMPANY,
INU0235,IMENSAZAN CONSULTANT ENGINEERS INSTITUTE (ICEI),
INU0235,ICEI,
INU0235,IMEN SAZAN CONSULTING ENGINEERS,
INU0235,IMEN SAZAN CONSULTING INS,
INU0235,IMENSAZAN CO. ENG.,
INU0235,IMENSAZAN CONSULTANT ENGINEERS INSTITUTE,
INU0235,IMENSAZAN CONSULTING ENG.,
INU0235,IMENSAZEN CONSULTANT ENGINEERS,
INU0236,INDUSTRIAL FACTORIES OF PRECISION (IFP) MACHINERY,
INU0236,FAJR INDUSTRIAL GROUP,
INU0236,INDUSTRIAL FACTORIES OF PRECISION (IFP) MACHINERY GROUP,
INU0236,INSTRUMENTATION FACTORIES PLANT,
INU0237,JOZA INDUSTRIAL CO.,
INU0237,JOZA INDUSTRIAL COMPANY,
INU0237,JOZA INDUSTRIES COMPANY,
INU0238,KALAYE ELECTRIC,
INU0238,KALA-ELECTRIC,
INU0238,KALAY ELECTRIC COMPANY,
INU0238,KALAYE ELECTRIC CO.,
INU0238,KOLA ELECTRIC CO.,
INU0239,KAVEH CUTTING TOOLS COMPANY,
INU0239,ABK CO.,
INU0239,ABZAR BORESH KAVEH CO.,
INU0239,BK CO.,
INU0239,MOJTAME-E ABZAR BORESHI KAVEH,
INU0240,KHATAM AL-ANBIYA CONSTRUCTION HEADQUARTERS (KAA),
INU0240,GHORB KHATAM,
INU0240,KHATAM AL ANBIA,
INU0240,KHATAM AL-ANBYA,
INU0240,KHATAM AL-ANBYA CONSTRUCTION HEADQUARTERS,
INU0240,KHATAM OL ANBIA,
INU0240,KHATAM-AL ANBIYA CONSTRUCTION BASE,
INU0240,KHATEM-OL ANBIYA CONSTRUCTION ORGANISATION,
INU0241,KHORASAN METALLURGY INDUSTRIES,
INU0241,KHORASAN AMMUNITION AND METALLURGY INDUSTRIES,
INU0241,KHORASAN METALOGY INDUSTRIES,
INU0241,METALOGY INDUSTRY OF KHORASAN,
INU0241,SANAYE METOLOGIE IRAN,
INU0241,THE METALLURGY INDUSTRIES OF KHORASAN,
INU0242,M. BABAIE INDUSTRIES,
INU0242,SBIC,
INU0242,SH. BABAIE INDUSTRIES,
INU0242,SHAHEED BABAIE INDUSTRIES,
INU0242,SHAHID BABAIE INDUSTRIAL COMPLEX,
INU0242,SHAHID BABAIE INDUSTRIES COMPLEX,
INU0242,SHAHID BABAII INDUSTRIES CO,
INU0243,MAKIN INSTITUTE,
INU0243,MAKIN,
INU0243,MAKIN COMPANY,
INU0244,MALEK ASHTAR UNIVERSITY,
INU0244,DANESHGAH-E SANA'TI-YE MALEK-E ASHTAR,
INU0244,MALEK ASHTAR AVIATION UNIVERSITY COMPLEX,
INU0244,MALEK ASHTAR UNIVERSITY OF DEFENCE TECHNOLOGY,
INU0244,MALEK ASHTAR UNIVERSITY OF TECHNOLOGY (MUT),
INU0244,MALEK-ASHTAR INDUSTRIAL UNIVERSITY,
INU0244,MALEK-E ASHTAR TECHNICAL UNIVERSITY,
INU0244,MALEK-E ASHTAR UNIVERSITY,
INU0245,MINISTRY OF DEFENSE LOGISTICS EXPORT,
INU0245,MODLEX,
INU0245,MODLEX EXPORT CENTER,
INU0246,3M MIZAN MACHINERY MANUFACTURING,
INU0246,3M,
INU0246,3MG,
INU0246,MIZAN MACHINE MANUFACTURING GROUP,
INU0246,MIZAN MACHINERY MANUFACTURING,
INU0247,NIRU BATTERY MANUFACTURING COMPANY,
INU0247,ESDO,
INU0247,NIRU BATTERY COMPANY,
INU0247,NIRU BATTERY MFG.CO (SABA BATTERY),
INU0247,POWER ENERGY SOURCE DEVELOPMENT CO,
INU0247,TAVAN ENERGY RESOURCES DEVELOPMENT COMPANY,
INU0248,OMRAN SAHEL,
INU0248,OMRAN SAHEL CO.,
INU0249,ORIENTAL OIL KISH,
INU0250,PARCHIN CHEMICAL INDUSTRIES,
INU0250,CHEMICAL INDUSTRIES GROUP,
INU0250,PARCHIN CHEMICAL FACTORIES,
INU0250,PCI,
INU0251,PARS AVIATION SERVICES COMPANY,
INU0251,PARS AVIATION SERVICE CO.,
INU0251,PARS AVIATION SERVICE COMPANY,
INU0251,PASC,
INU0253,QODS AERONAUTICS INDUSTRIES (QAI),
INU0253,COMPANY FOR DESIGNING AND MANUFACTURING LIGHT AIRCRAFT,
INU0253,GHODS AVIATION INDUSTRIES,
INU0253,LIGHT AIRCRAFT DESIGN AND MANUFACTURING INDUSTRIES,
INU0253,LIGHT AIRPLANES DESIGN AND MANUFACTURING INDUSTRIES,
INU0253,QODS AVIATION INDUSTRIES,
INU0253,QODS RESEARCH CENTER,
INU0254,RAH SAHEL,
INU0254,RAH E SAHEL ORG.,
INU0254,RAH SAHEL CO.,
INU0255,RAHAB ENGINEERING INSTITUTE,
INU0255,RAHAB,
INU0255,RAHAB INSTITUTE,
INU0255,RAHSAZ INSTITUTE,
INU0256,SABALAN COMPANY,
INU0256,SABALAN,
INU0257,SAD IMPORT EXPORT COMPANY,
INU0257,SAD EXPORT IMPORT COMPANY,
INU0258,SAFETY EQUIPMENT PROCUREMENT (SEP),
INU0258,SAFETY EQUIPMENT PROCUREMENT COMPANY,
INU0258,SAFETY EQUIPMENT PROCUREMENT INC.,
INU0258,SEP CO.,
INU0259,SAHAND ALUMINUM PARTS INDUSTRIAL COMPANY (SAPICO),
INU0259,SAPICO,
INU0260,SAHEL CONSULTANT ENGINEERS,
INU0261,SANAM INDUSTRIAL GROUP,
INU0261,DEPARTMENT 140,
INU0261,SANAM INDUSTRIAL COMPANY,
INU0261,SANAM INDUSTRIAL PRODUCTION GROUP,
INU0261,SANAM INDUSTRIES GROUP,
INU0262,SEPANIR,
INU0262,SEPANIR COMPANY,
INU0262,SEPANIR OIL & GAS ENERGY ENG. CO.,
INU0262,SEPANIR OIL AND GAS ENERGY ENG. CO SSK,
INU0263,SEPASAD ENGINEERING COMPANY,
INU0264,SHAHID BAGHERI INDUSTRIAL GROUP (SBIG),
INU0264,COMPOSITE PROPELLANT MISSILE INDUSTRY,
INU0264,DEPARTMENT 140/14,
INU0264,MAHTAB TECHNICAL ENGINEERING COMPANY,
INU0264,SANAYE SOKHTE MORAKAB,
INU0264,SHAHID BAKERI INDUSTRIAL GROUP,
INU0264,SSM,
INU0265,SHAHID HEMMAT INDUSTRIAL GROUP (SHIG),
INU0266,SHAHID KARRAZI INDUSTRIES,
INU0266,KHARRAZI INDUSTRIES,
INU0267,SHAHID SATTARI INDUSTRIES,
INU0267,MOHEMAT SAZIE SHAHID SATARY,
INU0267,SANAYE SHAHID SATARI,
INU0267,SHAHID SATTARI GROUP EQUIPMENT INDUSTRIES,
INU0268,SHAHID SAYYADE SHIRAZI INDUSTRIES (SSSI),
INU0269,SHO'A' AVIATION,
INU0269,SHOA AVIATION,
INU0270,SPECIAL INDUSTRIES GROUP (SIG),
INU0270,MINISTRY OF DEFENSE SPECIAL INDUSTRIES GROUP,
INU0270,ORGANIZATION OF SPECIAL INDUSTRIES,
INU0270,SIG,
INU0270,SPECIAL INDUSTRIAL GROUPS OF THE MINISTRY OF DEFENSE,
INU0270,SPECIAL INDUSTRIES ORGANIZATION (SIO),
INU0271,TIZ PARS,
INU0272,YA MAHDI INDUSTRIES GROUP,
INU0272,O MAHDI AIRCRAFT MANUFACTURING,
INU0272,YA MAHDI AG INDUSTRIAL,
INU0272,YA-MAHDI AIRCRAFT MANUFACTURING,
INU0272,YMA COLLEGE,
INU0272,YMA RESEARCH & INDUSTRIAL COMPLEX,
INU0273,YAS AIR,
INU0273,PARS AIR,
INU0273,POUYA AIR,
INU0273,POUYA AIRLINES,
INU0273,QESHM AIR,
INU0273,YAS AIR KISH,
INU0273,YASAIR CARGO AIRLINE,
INU0274,YAZD METALLURGY INDUSTRIES (YMI),
INU0274,DIRECTORATE OF YAZD AMMUNITION AND METALLURGY INDUSTRIES,
INU0274,YAZD AMMUNITION INDUSTRIES,
INU0274,YAZD AMMUNITION MANUFACTURING AND METALLURGY INDUSTRIES,
INU0274,YMI,
INU0275,AHMAD DERAKHSHANDEH,
INU0276,AHMAD VAHID DASTJERDI,
INU0276,VAHID AHMED DASTJERDI,
INU0277,ALI AKBAR AHMADIAN,
INU0277,ALI AKBAR AHMEDIAN,
INU0278,SAYYID ALI TABATABAEI,
INU0278,SAYED AKBAR TAHMAESEBI,
INU0279,AZIM AGHAJANI,
INU0279,HOSEIN AGHAJANI,
INU0280,BAHMANYAR MORTEZA BAHMANYAR,
INU0281,FEREIDOUN ABBASI-DAVANI,
INU0281,FEREYDOON ABBASI-DAVANI,
INU0282,HOSEIN SALIMI,
INU0282,HOSEIN SALAMI,
INU0283,MEHRDADA AKHLAGHI KETABACHI,
INU0284,MOHAMMAD BAQER ZOLQADR,
INU0285,MOHAMMAD ESLAMI,
INU0287,MOHAMMAD MEHDI NEJAD NOURI,
INU0288,MOHAMMAD REZA NAQDI,
INU0289,MOHAMMAD REZA ZAHEDI,
INU0291,MOHSEN HOJATI,
INU0291,MOSHEN HOJATI,
INU0292,MORTEZA REZAIE,
INU0292,REZAI MORTEZA,
INU0292,MORTAZA REZAI,
INU0293,MORTEZA SAFARI,
INU0293,SAFARA MURTAZA,
INU0293,MORTEZA SAFERI,
INU0293,MURTAZA SAFERI,
INU0294,NASER MALEKI,
INU0296,REZA-GHOLI ESMAELI,
INU0297,YAHYA RAHIM SAFAVI,
INU0298,AB,
INU0298,ARYAN BANK,
INU0299,MELLAT INTERNATIONAL BANK,
INU0299,NATION'S BANK,
INU0300,BANK MELLI IRAN,
INU0300,MELLI BANK,
INU0300,NATIONAL BANK OF IRAN,
INU0301,BANK REFAH,
INU0301,WORKERS' WELFARE BANK - OF IRAN,
INU0302,IRAN EXPORT BANK,
INU0303,TEJARAT BANK,
INU0303,TEJARAT BANK PJS,
INU0304,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT COMPANY,
INU0304,CIDCO,
INU0304,CIDCO CEMENT HOLDING,
INU0305,BANK-E TOSE'E TA'AVON,
INU0305,COOPERATIVE DEVELOPMENT BANK,
INU0305,TOSE'E TA'AVON BANK,
INU0305,TT BANK,
INU0306,EIH BANK,
INU0306,EIHBDEHH,
INU0306,EUROPAESCH-IRANISCHE HANDELSBANK AKTIENGESELLSCHAFT,
INU0306,EUROPEAN - IRANIAN (GER) HANDELSBANK AG,
INU0306,EUROPEAN-IRANIAN TRADE BANK,
INU0306,GERMAN-IRANIAN TRADE BANK,
INU0306,IRAN-EUROPE COMMERCIAL BANK,
INU0307,BANK TOSEE SADERAT IRAN,
INU0307,BANK TOSEH SADERAT IRAN,
INU0307,BANK TOWSEEH SADERAT IRAN,
INU0307,EDBI,
INU0307,IEDB,
INU0307,IRANIAN EXPORT DEVELOPMENT BANK,
INU0307,IRANS EXPORTS DEVELOPMENT BANK,
INU0308,MELLI IRAN PLC,
INU0310,NFPC,
INU0310,NFPD,
INU0310,NUCLEAR FUEL PRODUCTION DIVISION,
INU0312,NUCLEAR SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE,
INU0313,ESMAEIL KHALILIPOUR,
INU0313,SAYED ESMAEIL KHALILIPOUR,
INU0313,SEYYED ESMAIL KHALILIPOUR,
INU0313,E KHALILIPOUR LANGEROUDI,
INU0313,ESMAEIL KHALILIPOUR LANGROUDI,
INU0314,SALEHI ALI AKBAR,
INU0314,ALI AKBAR SALEHI,
INU0314,ALI EKBER SALIHI,
INU0315,NAFT IRAN INTERTRADE COMPANY LTD,
INU0315,NAFTIRAN INTERTRADE CO LTD,
INU0315,NICO,
INU0316,NATIONAL IRANIAN DRILLING CO.,
INU0316,NIDC,
INU0317,NATIONAL IRANIAN GAS CO,
INU0317,NIGC,
INU0318,NATIONAL IRANIAN OIL CO,
INU0318,NIOC,
INU0320,NATIONAL IRANIAN OIL COMPANY (NIOC) INTERNATIONAL AFFAIRS LIMITED,
INU0320,"NATIONAL IRANIAN OIL COMPANY, INTERNATIONAL AFFAIRS LIMITED",
INU0321,IFCO,
INU0321,IRANIAN FUEL CONSERVATION COMPANY,
INU0322,IOPTC,
INU0322,IRANIAN OIL PIPELINES & TELECOMMUNICATIONS COMPANY,
INU0323,CJSC N.E.B. BANK,
INU0323,CJSC NEB BANK,
INU0323,CJSC NORD EUROPEAN BANK,
INU0323,CJSC ONERBANK,
INU0323,CLOSED JOINT-STOCK COMPANY NORTH EUROPEAN BANK,
INU0323,EFTEKHAR BANK,
INU0323,HONOR BANK,
INU0323,HONOR BANK IN BELARUS,
INU0323,HONOR BANK JOINT VENTURE,
INU0323,HONORBANK,
INU0323,HONORBANK ZAO,
INU0323,NORTH EUROPEAN BANK,
INU0323,ONER BANK,
INU0323,ONERBANK,
INU0323,ONER-BANK,
INU0323,ONERBANK CJSC,
INU0323,ONERBANK ZAT,
INU0324,MASJED -E-SOLEYMAN OIL AND GAS PRODUCING,
INU0324,MASJED-SOLEYMAN OIL AND GAS COMPANY (MSOGC),
INU0324,MSOGC,
INU0325,AGHAJARI OIL AND GAS EXPLOITATION COMPANY,
INU0325,AGHAJARI OIL AND GAS PRODUCTION COMPANY,
INU0325,AOGPC,
INU0326,AOGC,
INU0326,ARVANDAN OIL AND GAS COMPANY,
INU0327,BANK OF INDUSTRY AND MINE (OF IRAN),
INU0327,BANK SANAD VA MADAN,
INU0327,BANK SANAT O MADAN,
INU0327,BANK SANAT VA MADAN,
INU0327,BANK SANAT-O-MADAN,
INU0328,BANK MELLI PRINTING & PUBLISHING CO (BMPPC),
INU0328,BANK MELLI PRINTING AND PUBLISHING COMPANY (BMPPC),
INU0328,BANK MELLI PRINTING CO.,
INU0328,BMPPC,
INU0329,EAST OIL & GAS PRODUCTION CO.,
INU0329,EOGPC,
INU0330,GACHSARAN OIL & GAS PRODUCTION COMPANY,
INU0330,GACHSARAN OIL AND GAS EXPLOITATION COMPANY,
INU0330,GACHSARAN OIL AND GAS PRODUCING COMPANY,
INU0330,GACHSARAN OIL AND GAS PRODUCTION CO.,
INU0330,GACHSARAN OIL AND GAS PRODUCTION COMPANY,
INU0332,KALA LIMITED,
INU0332,KALA NAFT CANADA,
INU0332,KALA NAFT CO. SSK,
INU0332,KALA NAFT COMPANY,
INU0332,KALA NAFT COMPANY LTD.,
INU0332,KALA NAFT LONDON LTD,
INU0332,KALA NAFT TEHRAN,
INU0332,KALA NAFT TEHRAN COMPANY,
INU0332,"MANUFACTURING, SUPPORT AND PROCUREMENT KALA NAFT COMPANY",
INU0332,MSP KALA NAFT CO. TEHRAN,
INU0332,MSP-KALANAFT COMPANY,
INU0333,PEDCO,
INU0333,PETROIRAN,
INU0333,PETROIRAN DEVELOPMENT COMPANY,
INU0333,PETROIRAN DEVELOPMENT GROUP,
INU0334,PETRO PARS IRAN COMPANY,
INU0334,PETROPARS IRAN,
INU0334,PETROPARS IRAN CO,
INU0334,PETROPARS IRAN PRIVATE JOINT STOCK COMPANY,
INU0334,PPI,
INU0335,MACHINE SAZI ARAK CO,
INU0335,MACHINE SAZI ARAK CO. LTD,
INU0335,MACHINE SAZI ARAK COMPANY P J S C,
INU0335,MACHINE SAZI ARAK SSA,
INU0335,MASHIN SAZI ARAK,
INU0336,PETROPARS RESOURCES ENGINEERING COMPANY,
INU0336,PETROPARS RESOURCES ENGINEERING COMPANY LIMITED,
INU0336,PRE,
INU0340,PBI,
INU0340,POST BANK IRAN,
INU0340,POSTBANK IRAN,
INU0341,BANQUE SINA BONYAD FINANCE AND CREDIT COMPANY,
INU0341,BONYAD FINANCE AND CREDIT COMPANY,
INU0342,"BANCO INTERNACIONAL DE DESARROLLO, C.A.",
INU0342,BID,
INU0343,FIIB,
INU0343,FIRST ISLAMIC INVESTMENT BANK LTD,
INU0344,BONAB ATOMIC ENERGY STUDIES CENTER,
INU0344,BONAB RESEARCH CENTRE,
INU0344,BRC,
INU0347,AIC,
INU0347,AZ ARAB INDUSTRIES COMPANY,
INU0347,AZAR AB,
INU0347,AZAR AB IND CO,
INU0347,AZAR AB INDUSTRIES COMPANY,
INU0347,AZAR AB INDUSTRY COMPANY (AIC),
INU0347,AZARAB CO.,
INU0347,AZARAB IND. CO.,
INU0347,AZARAB INDUSTRIAL COMPANY,
INU0347,AZARAB INDUSTRIES,
INU0347,AZARAB INDUSTRIES CO.,
INU0347,AZAR-AB INDUSTRIES CO.,
INU0347,MISAGHSANAT COMPANY,
INU0347,MISAGHSANAT ENERGY INDUSTRIES COMPANY,
INU0347,MISAGHSANAT INDUSTRIES CO.,
INU0347,MISAGHSANAT INDUSTRIES COMPANY,
INU0347,MISGHSANAT INDUSTRIES CO.,
INU0348,NATIONAL IRANIAN OIL COMPANY (PTE) LIMITED,
INU0349,NATIONAL IRANIAN OIL REFINING & DISTRIBUTION COMPANY,
INU0349,NATIONAL IRANIAN OIL REFINING & PRODUCT DISTRIBUTION COMPANY,
INU0349,NIORDC,
INU0349,NIORDC - ESFAHAN OIL REFINING COMPANY,
INU0350,ALIREZA KHANCHI,
INU0351,NATIONAL IRANIAN TANKER,
INU0351,NATIONAL IRANIAN TANKER CO,
INU0351,NITC,
INU0351,NITCO,
INU0352,GHOLAM REZA AGHAZADEH,
INU0353,NDC,
INU0353,NORTH DRILLING,
INU0354,MAZANDARAN CEMENT,
INU0354,MAZANDARAN CEMENT COMPANY PUBLIC JOINT STOCK COMPANY,
INU0354,MAZANDARAN CEMENT COMPANY PUBLIC SHAREHOLDING COMPANY,
INU0355,ABYEK CHEMICAL PLANT,
INU0355,KESHAVARZ CHEMICAL PLANT,
INU0355,M.A.C.,
INU0355,MELLI AGROCHEMICAL COMPANY,
INU0355,MELLI AGROCHEMICAL COMPANY P.J.S.,
INU0355,MELLI AGROCHEMICALS,
INU0355,MELLI SHIMI KESHAVARZ,
INU0355,NATIONAL AGRO CHEMICAL COMPANY,
INU0355,SHERKAT MELLI SHIMI KESHAVARZ,
INU0356,HOSSEIN FAGHIHIAN,
INU0357,PETROPARS SERVICES LIMITED,
INU0357,PETROPARS UK LIMITED,
INU0358,SOUTH ZAGROS COMPANY,
INU0358,SOUTH ZAGROS OIL & GAS COMPANY,
INU0358,SOUTH ZAGROS OIL & GAS PRODUCTION CO.,
INU0358,SOUTH ZAGROS OIL AND GAS EXPLORATION COMPANY,
INU0358,SOUTHERN ZAGROS OIL & GAS PRODUCTION CO.,
INU0358,SOUTHERN ZAGROS OIL AND GAS EXPLORATION COMPANY,
INU0358,SOUTHERN ZAGROS OIL AND GAS PRODUCTION COMPANY,
INU0358,SOUTHERN ZAGROSS OIL AND GAS PRODUCTION COMPANY,
INU0358,SOUTHERN ZAGROUS OIL AND GAS PRODUCTION COMPANY,
INU0358,SZOGPC,
INU0359,IDRO,
INU0359,IDRO CORPORATION,
INU0359,IDRO OF IRAN,
INU0359,INDUSTRIAL DEVELOPMENT & RENOVATION ORGANIZATION,
INU0359,INDUSTRIAL DEVELOPMENT AND RENOVATION ORGANISATION,
INU0359,IRAN DEVELOPMENT & RENOVATION ORGANIZATION COMPANY,
INU0359,IRAN DEVELOPMENT AND RENOVATION ORGANIZATION COMPANY,
INU0359,SAWZEMANE GOSTARESH VA NOWSAZI SANAYE IRAN,
INU0361,BANK SEPAH INTERNATIONAL,
INU0362,BIMEH IRAN,
INU0362,IIC,
INU0362,IRAN INSURANCE CO.,
INU0363,ILNGC,
INU0363,IRAN LIQUIFIED NATURAL GAS CO,
INU0363,IRAN NATURAL GAS LIQUEFACTION COMPANY,
INU0364,NATIONAL IRANIAN OIL COMPANY,
INU0364,NIOC NETHERLANDS REPRESENTATION OFFICE,
INU0375,MITEC,
INU0375,RAHKAR COMPANY,
INU0375,RAHKAR INDUSTRIES,
INU0375,RAHKAR SANAYE COMPANY,
INU0375,RAHKAR SANAYE NOVIN,
INU0376,PARS NOVIN,
INU0379,BEHMAN ASGHARPOUR,
INU0379,BEHMAN ASGHARPUR,
INU0382,HALEN BAKHTIAR,
